 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Welcome to HYDRUS-1D                                                  *
 *                                                                      *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)...............  0
 No. of observations.................(NOBb)............. 366


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............     0.032
 Saturated moisture content..........(WCS)............     0.390
 First coefficient...................(ALPHA)..........     0.033
 Second coefficient..................(N)..............     1.450
 Saturated conductivity..............(CONDS).......... .9871E+02
 Pore connectivity factor............(L)..............     0.500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
   234    207.000    -36.262       0     2      1.000000
   235    208.000      0.256       2     0      1.000000
   236    208.000    -36.259       0     2      1.000000
   237    209.000      0.255       2     0      1.000000
   238    209.000    -36.257       0     2      1.000000
   239    210.000      0.277       2     0      1.000000
   240    210.000    -36.276       0     2      1.000000
   241    211.000      0.312       2     0      1.000000
   242    211.000    -36.271       0     2      1.000000
   243    212.000      0.320       2     0      1.000000
   244    212.000    -36.863       0     2      1.000000
   245    213.000      0.304       2     0      1.000000
   246    213.000    -38.748       0     2      1.000000
   247    214.000      0.297       2     0      1.000000
   248    214.000    -40.062       0     2      1.000000
   249    215.000      0.339       2     0      1.000000
   250    215.000    -41.102       0     2      1.000000
   251    216.000      0.316       2     0      1.000000
   252    216.000    -44.706       0     2      1.000000
   253    217.000      0.312       2     0      1.000000
   254    217.000    -46.866       0     2      1.000000
   255    218.000      0.300       2     0      1.000000
   256    218.000    -48.302       0     2      1.000000
   257    219.000      0.292       2     0      1.000000
   258    219.000    -49.285       0     2      1.000000
   259    220.000      0.282       2     0      1.000000
   260    220.000    -49.942       0     2      1.000000
   261    221.000      0.275       2     0      1.000000
   262    221.000    -50.394       0     2      1.000000
   263    222.000      0.270       2     0      1.000000
   264    222.000    -50.660       0     2      1.000000
   265    223.000      0.281       2     0      1.000000
   266    223.000    -50.909       0     2      1.000000
   267    224.000      0.284       2     0      1.000000
   268    224.000    -51.057       0     2      1.000000
   269    225.000      0.287       2     0      1.000000
   270    225.000    -51.194       0     2      1.000000
   271    226.000      0.286       2     0      1.000000
   272    226.000    -51.425       0     2      1.000000
   273    227.000      0.284       2     0      1.000000
   274    227.000    -51.728       0     2      1.000000
   275    228.000      0.283       2     0      1.000000
   276    228.000    -52.049       0     2      1.000000
   277    229.000      0.277       2     0      1.000000
   278    229.000    -52.341       0     2      1.000000
   279    230.000      0.273       2     0      1.000000
   280    230.000    -52.562       0     2      1.000000
   281    231.000      0.268       2     0      1.000000
   282    231.000    -52.753       0     2      1.000000
   283    232.000      0.271       2     0      1.000000
   284    232.000    -52.889       0     2      1.000000
   285    233.000      0.268       2     0      1.000000
   286    233.000    -52.977       0     2      1.000000
   287    234.000      0.267       2     0      1.000000
   288    234.000    -53.037       0     2      1.000000
   289    235.000      0.271       2     0      1.000000
   290    235.000    -53.071       0     2      1.000000
   291    236.000      0.273       2     0      1.000000
   292    236.000    -53.084       0     2      1.000000
   293    237.000      0.271       2     0      1.000000
   294    237.000    -53.072       0     2      1.000000
   295    238.000      0.269       2     0      1.000000
   296    238.000    -53.097       0     2      1.000000
   297    239.000      0.280       2     0      1.000000
   298    239.000    -53.119       0     2      1.000000
   299    240.000      0.277       2     0      1.000000
   300    240.000    -53.184       0     2      1.000000
   301    241.000      0.284       2     0      1.000000
   302    241.000    -53.261       0     2      1.000000
   303    242.000      0.293       2     0      1.000000
   304    242.000    -53.378       0     2      1.000000
   305    243.000      0.308       2     0      1.000000
   306    243.000    -53.658       0     2      1.000000
   307    244.000      0.316       2     0      1.000000
   308    244.000    -54.565       0     2      1.000000
   309    245.000      0.314       2     0      1.000000
   310    245.000    -56.136       0     2      1.000000
   311    246.000      0.300       2     0      1.000000
   312    246.000    -57.707       0     2      1.000000
   313    247.000      0.292       2     0      1.000000
   314    247.000    -58.774       0     2      1.000000
   315    248.000      0.285       2     0      1.000000
   316    248.000    -59.519       0     2      1.000000
   317    249.000      0.277       2     0      1.000000
   318    249.000    -59.976       0     2      1.000000
   319    250.000      0.271       2     0      1.000000
   320    250.000    -60.294       0     2      1.000000
   321    251.000      0.268       2     0      1.000000
   322    251.000    -60.496       0     2      1.000000
   323    252.000      0.280       2     0      1.000000
   324    252.000    -60.651       0     2      1.000000
   325    253.000      0.279       2     0      1.000000
   326    253.000    -60.765       0     2      1.000000
   327    254.000      0.284       2     0      1.000000
   328    254.000    -60.848       0     2      1.000000
   329    255.000      0.285       2     0      1.000000
   330    255.000    -60.985       0     2      1.000000
   331    256.000      0.308       2     0      1.000000
   332    256.000    -61.236       0     2      1.000000
   333    257.000      0.310       2     0      1.000000
   334    257.000    -61.836       0     2      1.000000
   335    258.000      0.298       2     0      1.000000
   336    258.000    -63.102       0     2      1.000000
   337    259.000      0.289       2     0      1.000000
   338    259.000    -64.054       0     2      1.000000
   339    260.000      0.285       2     0      1.000000
   340    260.000    -64.725       0     2      1.000000
   341    261.000      0.278       2     0      1.000000
   342    261.000    -65.173       0     2      1.000000
   343    262.000      0.274       2     0      1.000000
   344    262.000    -65.496       0     2      1.000000
   345    263.000      0.283       2     0      1.000000
   346    263.000    -65.741       0     2      1.000000
   347    264.000      0.291       2     0      1.000000
   348    264.000    -65.918       0     2      1.000000
   349    265.000      0.292       2     0      1.000000
   350    265.000    -66.146       0     2      1.000000
   351    266.000      0.290       2     0      1.000000
   352    266.000    -66.559       0     2      1.000000
   353    267.000      0.292       2     0      1.000000
   354    267.000    -67.046       0     2      1.000000
   355    268.000      0.289       2     0      1.000000
   356    268.000    -67.504       0     2      1.000000
   357    269.000      0.285       2     0      1.000000
   358    269.000    -67.948       0     2      1.000000
   359    270.000      0.281       2     0      1.000000
   360    270.000    -68.316       0     2      1.000000
   361    271.000      0.277       2     0      1.000000
   362    271.000    -68.606       0     2      1.000000
   363    272.000      0.270       2     0      1.000000
   364    272.000    -68.862       0     2      1.000000
   365    273.000      0.279       2     0      1.000000
   366    273.000    -69.047       0     2      1.000000



 Parameter estimation with the  1. initial estimate
 ==================================================

 Iteration     SSQ         WCR         WCS         ALPHA       N           CONDS 
      0   0.1942D-01  0.3200E-01  0.3900E+00  0.3300E-01  0.1450E+01  0.9871E+02


 Contributions to the final objective function

 Measurement Set   0:   0.1924E-01
 Measurement Set   2:   0.1779E-03

 RSQUARE for regression of predicted vs observed =1.00000

 Mean Weighted Error, ME               : -0.4908E-03
 Mean Weighted Absolute Error, MAE     :  0.4451E-02
 Root Mean Square Weighted Error, RMSE :  0.7294E-02


 Akaike Information Criterion, AIC     : -0.3593E+04
 Bayesian Information Criterion, BIC   : -0.3573E+04



------------Observed & Fitted Quantity -----------------------------
                                                   Resi-
    No     Time           Obs        Fitted        dual   Type  Position
    2     91.000     -17.98860    -17.99194      0.00334     0     2
    4     92.000     -18.04920    -18.04935      0.00015     0     2
    6     93.000     -18.07540    -18.07659      0.00119     0     2
    8     94.000     -18.08590    -18.08420     -0.00170     0     2
   10     95.000     -18.08790    -18.08425     -0.00365     0     2
   12     96.000     -18.08670    -18.08425     -0.00245     0     2
   14     97.000     -18.09530    -18.08425     -0.01105     0     2
   16     98.000     -18.15620    -18.15945      0.00325     0     2
   18     99.000     -18.38790    -18.37768     -0.01022     0     2
   20    100.000     -18.75060    -18.75875      0.00815     0     2
   22    101.000     -19.24450    -19.24185     -0.00265     0     2
   24    102.000     -19.70850    -19.70938      0.00088     0     2
   26    103.000     -20.09810    -20.10312      0.00501     0     2
   28    104.000     -20.41360    -20.41966      0.00606     0     2
   30    105.000     -20.70270    -20.68675     -0.01595     0     2
   32    106.000     -20.94510    -20.94299     -0.00212     0     2
   34    107.000     -21.17120    -21.18032      0.00912     0     2
   36    108.000     -21.40700    -21.38998     -0.01702     0     2
   38    109.000     -21.55710    -21.56146      0.00436     0     2
   40    110.000     -21.73060    -21.70797     -0.02263     0     2
   42    111.000     -21.84420    -21.83418     -0.01002     0     2
   44    112.000     -21.93360    -21.93443      0.00083     0     2
   46    113.000     -22.01460    -21.99845     -0.01615     0     2
   48    114.000     -22.04490    -22.03547     -0.00943     0     2
   50    115.000     -22.06370    -22.04869     -0.01501     0     2
   52    116.000     -22.03550    -22.05175      0.01625     0     2
   54    117.000     -22.05040    -22.05175      0.00135     0     2
   56    118.000     -22.04630    -22.05174      0.00544     0     2
   58    119.000     -22.05420    -22.05174     -0.00245     0     2
   60    120.000     -22.05550    -22.05174     -0.00376     0     2
   62    121.000     -22.06820    -22.05174     -0.01645     0     2
   64    122.000     -22.05490    -22.05174     -0.00315     0     2
   66    123.000     -22.05960    -22.05174     -0.00786     0     2
   68    124.000     -22.04340    -22.05174      0.00834     0     2
   70    125.000     -22.04060    -22.05175      0.01115     0     2
   72    126.000     -22.03730    -22.05174      0.01444     0     2
   74    127.000     -22.04350    -22.05174      0.00824     0     2
   76    128.000     -22.05800    -22.05174     -0.00626     0     2
   78    129.000     -22.06320    -22.05174     -0.01146     0     2
   80    130.000     -22.04430    -22.05174      0.00744     0     2
   82    131.000     -22.04840    -22.05174      0.00334     0     2
   84    132.000     -22.06970    -22.05174     -0.01796     0     2
   86    133.000     -22.04840    -22.05174      0.00334     0     2
   88    134.000     -22.23390    -22.24187      0.00797     0     2
   90    135.000     -22.65740    -22.65820      0.00080     0     2
   92    136.000     -23.13290    -23.13097     -0.00193     0     2
   94    137.000     -23.79510    -23.78664     -0.00846     0     2
   96    138.000     -24.92250    -24.90790     -0.01460     0     2
   98    139.000     -25.94900    -25.95737      0.00837     0     2
  100    140.000     -26.72110    -26.71765     -0.00345     0     2
  102    141.000     -27.23730    -27.23468     -0.00262     0     2
  104    142.000     -27.57170    -27.58946      0.01776     0     2
  106    143.000     -27.82020    -27.82731      0.00711     0     2
  108    144.000     -27.96430    -27.96828      0.00398     0     2
  110    145.000     -28.04160    -28.04287      0.00127     0     2
  112    146.000     -28.05980    -28.07497      0.01517     0     2
  114    147.000     -28.06080    -28.07766      0.01686     0     2
  116    148.000     -28.42670    -28.43638      0.00968     0     2
  118    149.000     -30.05520    -30.06143      0.00623     0     2
  120    150.000     -32.06090    -32.04031     -0.02059     0     2
  122    151.000     -33.50680    -33.50784      0.00104     0     2
  124    152.000     -34.40930    -34.40807     -0.00124     0     2
  126    153.000     -34.99410    -34.99470      0.00060     0     2
  128    154.000     -35.38760    -35.39698      0.00938     0     2
  130    155.000     -35.71840    -35.69115     -0.02724     0     2
  132    156.000     -35.89070    -35.88497     -0.00573     0     2
  134    157.000     -36.02130    -36.02370      0.00240     0     2
  136    158.000     -36.13570    -36.13141     -0.00429     0     2
  138    159.000     -36.22520    -36.21122     -0.01398     0     2
  140    160.000     -36.24530    -36.25378      0.00848     0     2
  142    161.000     -36.26420    -36.26663      0.00243     0     2
  144    162.000     -36.27670    -36.26663     -0.01007     0     2
  146    163.000     -36.26390    -36.26663      0.00273     0     2
  148    164.000     -36.25880    -36.26663      0.00783     0     2
  150    165.000     -36.26690    -36.26663     -0.00027     0     2
  152    166.000     -36.25900    -36.26663      0.00763     0     2
  154    167.000     -36.26620    -36.26663      0.00043     0     2
  156    168.000     -36.27100    -36.26663     -0.00437     0     2
  158    169.000     -36.27860    -36.26663     -0.01197     0     2
  160    170.000     -36.26790    -36.26663     -0.00127     0     2
  162    171.000     -36.26510    -36.26663      0.00153     0     2
  164    172.000     -36.25820    -36.26663      0.00843     0     2
  166    173.000     -36.26820    -36.26663     -0.00157     0     2
  168    174.000     -36.26240    -36.26663      0.00423     0     2
  170    175.000     -36.27660    -36.26663     -0.00997     0     2
  172    176.000     -36.27480    -36.26663     -0.00817     0     2
  174    177.000     -36.26810    -36.26663     -0.00147     0     2
  176    178.000     -36.27750    -36.26663     -0.01087     0     2
  178    179.000     -36.25880    -36.26663      0.00783     0     2
  180    180.000     -36.26240    -36.26663      0.00423     0     2
  182    181.000     -36.26420    -36.26663      0.00243     0     2
  184    182.000     -36.26360    -36.26663      0.00303     0     2
  186    183.000     -36.24680    -36.26663      0.01983     0     2
  188    184.000     -36.27170    -36.26663     -0.00507     0     2
  190    185.000     -36.28900    -36.26663     -0.02237     0     2
  192    186.000     -36.26500    -36.26663      0.00163     0     2
  194    187.000     -36.26750    -36.26663     -0.00087     0     2
  196    188.000     -36.27220    -36.26663     -0.00557     0     2
  198    189.000     -36.27680    -36.26663     -0.01017     0     2
  200    190.000     -36.27140    -36.26663     -0.00477     0     2
  202    191.000     -36.26520    -36.26663      0.00143     0     2
  204    192.000     -36.27200    -36.26663     -0.00537     0     2
  206    193.000     -36.24290    -36.26663      0.02373     0     2
  208    194.000     -36.27660    -36.26663     -0.00997     0     2
  210    195.000     -36.27490    -36.26663     -0.00827     0     2
  212    196.000     -36.28990    -36.26663     -0.02327     0     2
  214    197.000     -36.26450    -36.26663      0.00213     0     2
  216    198.000     -36.28720    -36.26663     -0.02057     0     2
  218    199.000     -36.27240    -36.26663     -0.00577     0     2
  220    200.000     -36.26980    -36.26663     -0.00317     0     2
  222    201.000     -36.27410    -36.26663     -0.00747     0     2
  224    202.000     -36.24960    -36.26663      0.01703     0     2
  226    203.000     -36.25710    -36.26663      0.00953     0     2
  228    204.000     -36.25380    -36.26663      0.01283     0     2
  230    205.000     -36.27580    -36.26663     -0.00917     0     2
  232    206.000     -36.25570    -36.26662      0.01093     0     2
  234    207.000     -36.26200    -36.26662      0.00462     0     2
  236    208.000     -36.25930    -36.26662      0.00732     0     2
  238    209.000     -36.25670    -36.26662      0.00993     0     2
  240    210.000     -36.27610    -36.26662     -0.00948     0     2
  242    211.000     -36.27120    -36.26662     -0.00457     0     2
  244    212.000     -36.86340    -36.87193      0.00853     0     2
  246    213.000     -38.74760    -38.72147     -0.02613     0     2
  248    214.000     -40.06190    -40.07674      0.01484     0     2
  250    215.000     -41.10150    -41.10670      0.00520     0     2
  252    216.000     -44.70550    -44.70454     -0.00096     0     2
  254    217.000     -46.86580    -46.86807      0.00227     0     2
  256    218.000     -48.30230    -48.29185     -0.01045     0     2
  258    219.000     -49.28450    -49.28075     -0.00375     0     2
  260    220.000     -49.94200    -49.95320      0.01120     0     2
  262    221.000     -50.39400    -50.40685      0.01284     0     2
  264    222.000     -50.66000    -50.68661      0.02662     0     2
  266    223.000     -50.90870    -50.90836     -0.00034     0     2
  268    224.000     -51.05660    -51.05016     -0.00644     0     2
  270    225.000     -51.19410    -51.18865     -0.00545     0     2
  272    226.000     -51.42520    -51.41521     -0.00999     0     2
  274    227.000     -51.72780    -51.72684     -0.00096     0     2
  276    228.000     -52.04920    -52.05330      0.00410     0     2
  278    229.000     -52.34130    -52.34083     -0.00047     0     2
  280    230.000     -52.56200    -52.57349      0.01149     0     2
  282    231.000     -52.75330    -52.75132     -0.00198     0     2
  284    232.000     -52.88950    -52.88553     -0.00397     0     2
  286    233.000     -52.97680    -52.97068     -0.00611     0     2
  288    234.000     -53.03730    -53.02136     -0.01594     0     2
  290    235.000     -53.07070    -53.05455     -0.01615     0     2
  292    236.000     -53.08380    -53.07192     -0.01188     0     2
  294    237.000     -53.07200    -53.08547      0.01347     0     2
  296    238.000     -53.09700    -53.10614      0.00914     0     2
  298    239.000     -53.11930    -53.13260      0.01329     0     2
  300    240.000     -53.18430    -53.17052     -0.01377     0     2
  302    241.000     -53.26070    -53.24104     -0.01966     0     2
  304    242.000     -53.37760    -53.37056     -0.00704     0     2
  306    243.000     -53.65820    -53.65970      0.00150     0     2
  308    244.000     -54.56500    -54.57007      0.00507     0     2
  310    245.000     -56.13550    -56.14568      0.01018     0     2
  312    246.000     -57.70720    -57.71029      0.00309     0     2
  314    247.000     -58.77360    -58.79106      0.01746     0     2
  316    248.000     -59.51920    -59.51667     -0.00253     0     2
  318    249.000     -59.97610    -59.96712     -0.00898     0     2
  320    250.000     -60.29380    -60.27688     -0.01692     0     2
  322    251.000     -60.49590    -60.48750     -0.00840     0     2
  324    252.000     -60.65060    -60.65318      0.00258     0     2
  326    253.000     -60.76490    -60.75643     -0.00847     0     2
  328    254.000     -60.84760    -60.85666      0.00906     0     2
  330    255.000     -60.98490    -60.99869      0.01379     0     2
  332    256.000     -61.23570    -61.21170     -0.02399     0     2
  334    257.000     -61.83640    -61.84492      0.00853     0     2
  336    258.000     -63.10240    -63.08025     -0.02215     0     2
  338    259.000     -64.05400    -64.05775      0.00375     0     2
  340    260.000     -64.72480    -64.73705      0.01225     0     2
  342    261.000     -65.17340    -65.17364      0.00024     0     2
  344    262.000     -65.49580    -65.48317     -0.01263     0     2
  346    263.000     -65.74090    -65.73477     -0.00613     0     2
  348    264.000     -65.91760    -65.91488     -0.00272     0     2
  350    265.000     -66.14580    -66.14380     -0.00200     0     2
  352    266.000     -66.55900    -66.55676     -0.00224     0     2
  354    267.000     -67.04610    -67.04532     -0.00078     0     2
  356    268.000     -67.50390    -67.50622      0.00232     0     2
  358    269.000     -67.94810    -67.93570     -0.01240     0     2
  360    270.000     -68.31640    -68.31400     -0.00240     0     2
  362    271.000     -68.60580    -68.62113      0.01534     0     2
  364    272.000     -68.86180    -68.85832     -0.00348     0     2
  366    273.000     -69.04740    -69.04285     -0.00455     0     2
    1     91.000       0.26475      0.26515     -0.00040     2     0
    3     92.000       0.26384      0.26261      0.00122     2     0
    5     93.000       0.26062      0.26041      0.00021     2     0
    7     94.000       0.25936      0.25838      0.00098     2     0
    9     95.000       0.27454      0.27419      0.00036     2     0
   11     96.000       0.28396      0.28325      0.00071     2     0
   13     97.000       0.28048      0.28047      0.00001     2     0
   15     98.000       0.29221      0.29043      0.00179     2     0
   17     99.000       0.29279      0.29266      0.00013     2     0
   19    100.000       0.29283      0.29243      0.00040     2     0
